Title	tv_movie	Episodes	Status	Start airing	End airing	Starting season	Broadcast time	Producers	Licensors	Studios	Sources	Genres	Duration	Rating	Score	Scored by	Members	Favorites	Description
Cross Game	TV	50	Finished Airing	4/5/2009	3/28/2010	Spring	-	TV Tokyo,Shogakukan Productions	-	SynergySP	Manga	Comedy,Drama,Romance,School,Sports	23 min. per ep.	PG-13	8.5	29229	69703	2093	The main character is Kou Kitamura, son of the owner of Kitamura Sports. In the same neighborhood is a batting center run by the Tsukishima family. Due to their proximity and the relationship between their businesses, the Kitamura and Tsukishima familes have been close for many years, with their children going back and forth between the two homes like extended family. Because Kou and Wakaba were the same age and always together, Aoba was jealous of all the time Kou spent with her older sister. Aoba is a natural pitcher with excellent form, and Kou secretly trains to become as good as she was, even while publicly showing little interest in baseball.
GintamaÂ°: Aizome Kaori-hen	OVA	2	Finished Airing	8/4/2016	11/4/2016	-	-	TV Tokyo,Dentsu	-	Bandai Namco Pictures	Manga	Comedy,Parody	26 min. per ep.	PG-13	8.5	16107	32825	86	"Yoshiwara is besieged by a mysterious incense that has the ability to make whoever smell it fall for the first person they see; poor Tsukuyo is hit, her already secret attraction with Gintoki intensified. In trying to gather the incense, Tsukuyo's slip-up causes the entire district to be affected by the smoke, including the Yorozuya (and Tae, Kyuubei, and Kondou who happened to be there at the time). Can the Yorozuya and Tsukuyo overcome their afflictions to stop the perpetrator?

(Source: Gintama Wiki)"
Kuroko no Basket 2nd Season	TV	25	Finished Airing	10/6/2013	3/30/2014	Fall	Sundays at 01:58 (JST)	Bandai Visual,Lantis,Nihon Ad Systems,Banpresto,Shueisha,BS11	-	Production I.G	Manga	Comedy,Sports,School,Shounen	24 min. per ep.	PG-13	8.5	221302	346705	3557	"With the Interhigh Championship finally over, Seirin's basketball team refocuses their efforts, training harder than ever to get the chance to participate in the Winter Cup. Both Kuroko and Kagami see old friends walk back into their lives, providing a challenge both on and off the court.

As new skills are developed and new alliances created, enemies from various teamsâ€”giants of high school basketball such as Yousen, Shuutoku and Tououâ€”stand in the way of Seirin's steadfast attempts to get to the top. All of these schools prove to be formidable foes whose abilities progress exponentially, while Kuroko struggles to find a balance between his resolve to play as part of a team and his desire to win. 

With old wounds reopening, new challenges to face on the court, and a new set of foesâ€”the ""Uncrowned Kings""â€”vowing to defeat the new hopefuls, will Seirin ever be able to achieve their dream of beating the Generation of Miracles?

[Written by MAL Rewrite]"
Samurai Champloo	TV	26	Finished Airing	5/20/2004	3/19/2005	Spring	Saturdays at 10:30 (JST)	Victor Entertainment,Fuji TV,Barnum Studio,Tokuma Shoten,flying DOG	Funimation,Geneon Entertainment USA	Manglobe	Original	Action,Adventure,Comedy,Historical,Samurai,Shounen	24 min. per ep.	R	8.5	294149	535809	19309	"Fuu Kasumi is a young and clumsy waitress who spends her days peacefully working in a small teahouse. That is, until she accidentally spills a drink all over one of her customers! With a group of samurai now incessantly harassing her, Fuu desperately calls upon another samurai in the shop, Mugen, who quickly defeats them with his wild fighting technique, utilizing movements reminiscent to that of breakdancing. Unfortunately, Mugen decides to pick a fight with the unwilling ronin Jin, who wields a more precise and traditional style of swordfighting, and the latter proves to be a formidable opponent. The only problem is, they end up destroying the entire shop as well as accidentally killing the local magistrate's son.

For their crime, the two samurai are captured and set to be executed. However, they are rescued by Fuu, who hires the duo as her bodyguards. Though she no longer has a place to return to, the former waitress wishes to find a certain samurai who smells of sunflowers and enlists the help of the now exonerated pair to do so. Despite initially disapproving of this idea, the two eventually agree to assist the girl in her quest; thus, the trio embark upon an adventure to find this mysterious warriorâ€”that is, if Fuu can keep Mugen and Jin from killing each other.

Set in an alternate Edo Period of Japan, Samurai Champloo follows the journey of these three eccentric individuals in an epic quest full of action, comedy, and dynamic sword fighting, all set to the beat of a unique hip-hop infused soundtrack.

[Written by MAL Rewrite]"
Baccano!	TV	13	Finished Airing	7/27/2007	11/2/2007	Summer	Fridays at 00:30 (JST)	Aniplex,Sakura Create,Happinet Pictures	Funimation,Aniplex of America	Brain's Base	Light novel	Action,Mystery,Comedy,Historical,Supernatural	24 min. per ep.	R	8.49	219843	476348	17683	"During the early 1930s in Chicago, the transcontinental train, Flying Pussyfoot, is starting its legendary journey that will leave a trail of blood all over the country. At the same time in New York, the ambitious scientist Szilard and his unwilling aide Ennis are looking for missing bottles of the immortality elixir. In addition, a war between the mafia groups is getting worse. On board the Advena Avis, in 1711, alchemists are about to learn the price of immortality.

Based on the award-winning light novels of the same name, Baccano! follows several events that initially seem unrelated, both in time and place, but are part of a much bigger storyâ€”one of alchemy, survival and immortality. Merging these events together are the kindhearted would-be thieves, Isaac and Miria, connecting various people, all of them with their own hidden ambitions and agendas, and creating lifelong bonds and consequences for everyone involved.

[Written by MAL Rewrite] "
Bakuman. 2nd Season	TV	25	Finished Airing	10/1/2011	3/24/2012	Fall	Saturdays at 17:30 (JST)	NHK,Shueisha	Media Blasters	J.C.Staff	Manga	Comedy,Drama,Romance,Shounen	24 min. per ep.	PG-13	8.49	120720	199264	1019	"With the serialization of their new manga, ""Detective Trap,"" the writer-artist team, Akito Takagi and Moritaka Mashiro, better known by their pseudonym Ashirogi Muto, are one step closer to becoming world-renowned mangaka. For Mashiro, however, serialization is just the first step. Having promised to marry his childhood sweetheart and aspiring voice actress, Azuki Miho, once his manga gets an anime adaptation, Mashiro must continue his to popularize Ashirogi's work. A tremendously competitive cast of ambitious mangakaâ€”including the wild genius, Eiji Niizuma; the elegant student, Yuriko Aoki, and her older admirer and partner, Takurou Nakai; the lazy prodigy, Kazuya Hiramaru; and the abrasive artist, Shinta Fukudaâ€”both support and compete against Ashirogi Muto in creating the next big hit.

As they adjust to their young and seemingly untested new editor, the dynamic duo struggle to maintain their current serialization, secure the top stop in Shounen Jack, and ultimately, achieve an anime adaptation of their manga. With new rivals and friends, Bakuman. 2nd Season continues Takagi and Mashiro's inspiring story of hard work and young love.

[Written by MAL Rewrite] "
Boku no Hero Academia 3rd Season	TV	25	Currently Airing	4/7/2018	-	Spring	Saturdays at 17:30 (JST)	Shueisha	Funimation	Bones	Manga	Action,Comedy,School,Shounen,Super Power	23 min. per ep.	PG-13	8.49	21212	228433	1065	Third season of Boku no Hero Academia.
Houseki no Kuni (TV)	TV	12	Finished Airing	10/7/2017	12/23/2017	Fall	Saturdays at 21:30 (JST)	Mainichi Broadcasting System,Kodansha,Movic,AT-X,TOHO animation,Tokyo MX,Q-Tec,Kyoraku Industrial Holdings,BS11	Sentai Filmworks	Orange	Manga	Action,Mystery,Drama,Fantasy,Seinen	24 min. per ep.	PG-13	8.49	49072	122833	2812	"In the mysterious future, crystalline organisms called Gems inhabit a world that has been destroyed by six meteors. Each Gem is assigned a role in order to fight against the Lunarians, a species who attacks them in order to shatter their bodies and use them as decorations. 

Phosphophyllite, also known as Phos, is a young and fragile Gem who dreams of helping their friends in the war effort. Instead, they are told to compile an encyclopedia because of their delicate condition. After begrudgingly embarking on this task, Phos meets Cinnabar, an intelligent gem who has been relegated to patrolling the isolated island at night because of the corrosive poison their body creates. After seeing how unhappy Cinnabar is, Phos decides to find a role that both of the rejected Gems can enjoy. Houseki no Kuni follows Phos' efforts to be useful and protect their fellow Gems.

[Written by MAL Rewrite]"
Shingeki no Kyojin	TV	25	Finished Airing	4/7/2013	9/29/2013	Spring	Sundays at 01:58 (JST)	Production I.G,Dentsu,Mainichi Broadcasting System,Pony Canyon,Kodansha,Mad Box,Shingeki no Kyojin Team,Pony Canyon Enterprise	Funimation	Wit Studio	Manga	Action,Military,Mystery,Super Power,Drama,Fantasy,Shounen	24 min. per ep.	R	8.49	925420	1322447	63317	"Centuries ago, mankind was slaughtered to near extinction by monstrous humanoid creatures called titans, forcing humans to hide in fear behind enormous concentric walls. What makes these giants truly terrifying is that their taste for human flesh is not born out of hunger but what appears to be out of pleasure. To ensure their survival, the remnants of humanity began living within defensive barriers, resulting in one hundred years without a single titan encounter. However, that fragile calm is soon shattered when a colossal titan manages to breach the supposedly impregnable outer wall, reigniting the fight for survival against the man-eating abominations.

After witnessing a horrific personal loss at the hands of the invading creatures, Eren Yeager dedicates his life to their eradication by enlisting into the Survey Corps, an elite military unit that combats the merciless humanoids outside the protection of the walls. Based on Hajime Isayama's award-winning manga, Shingeki no Kyojin follows Eren, along with his adopted sister Mikasa Ackerman and his childhood friend Armin Arlert, as they join the brutal war against the titans and race to discover a way of defeating them before the last walls are breached.

[Written by MAL Rewrite]"
Shinsekai yori	TV	25	Finished Airing	9/29/2012	3/23/2013	Fall	Saturdays at 00:30 (JST)	Aniplex,TV Asahi,Pony Canyon	Sentai Filmworks	A-1 Pictures	Novel	Sci-Fi,Mystery,Horror,Psychological,Supernatural,Drama	22 min. per ep.	R	8.49	155994	403312	16308	"Following a sudden outbreak of psychokinesis in 0.1% of the population, a rapid transformation swept the world. The godlike ability to manipulate matter remotely turned many power wielders to violence, inciting a long period of upheaval. Finally, after a chaotic era shaped by the rise and fall of oppressive regimes, the psychic humans were able to achieve a fragile peace by isolating their society, creating a new world bound by complex rules.

In the town of Kamisu 66, 12-year-old Saki Watanabe has just awakened to her powers and is relieved to rejoin her friendsâ€”the mischievous Satoru Asahina, the shy Mamoru Itou, the cheerful Maria Akizuki, and Shun Aonuma, a mysterious boy whom Saki admiresâ€”at Sage Academy, a special school for psychics. However, unease looms as Saki begins to question the fate of those unable to awaken to their powers, and the children begin to get involved with secretive matters such as the rumored Tainted Cats said to abduct children.

Shinsekai yori tells the unique coming-of-age story of Saki and her friends as they journey to grow into their roles in the supposed utopia. Accepting these roles, however, might not come easy when faced with the dark and shocking truths of society, and the impending havoc born from the new world.

[Written by MAL Rewrite]"
Natsume Yuujinchou Roku Specials	Special	2	Finished Airing	9/27/2017	10/25/2017	-	-	-	-	Shuka	Manga	Slice of Life,Supernatural,Drama,Fantasy,Shoujo	23 min. per ep.	PG-13	8.48	4643	12547	21	New unaired episodes included in 4th and 5th DVD volumes of Natsume Yuujinchou Roku.
Shingeki no Kyojin Season 2	TV	12	Finished Airing	4/1/2017	6/17/2017	Spring	Saturdays at 22:00 (JST)	Production I.G,Dentsu,Mainichi Broadcasting System,Pony Canyon,Kodansha,Mad Box,Shingeki no Kyojin Team,Pony Canyon Enterprise	Funimation	Wit Studio	Manga	Action,Military,Mystery,Super Power,Drama,Fantasy,Shounen	24 min. per ep.	R	8.48	336379	630365	7295	"For centuries, humanity has been hunted by giant, mysterious predators known as the Titans. Three mighty wallsâ€”Wall Maria, Rose, and Sheenaâ€”provided peace and protection for humanity for over a hundred years. That peace, however, was shattered when the Colossus Titan and Armored Titan appeared and destroyed the outermost wall, Wall Maria. Forced to retreat behind Wall Rose, humanity waited with bated breath for the Titans to reappear and destroy their safe haven once more.

In Shingeki no Kyojin Season 2, Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Roseâ€”but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members.

[Written by MAL Rewrite]"
Yuuâ˜†Yuuâ˜†Hakusho	TV	112	Finished Airing	10/10/1992	1/7/1995	Fall	-	Yomiko Advertising,Fuji TV	Funimation	Studio Pierrot	Manga	Action,Comedy,Demons,Supernatural,Martial Arts,Shounen	24 min. per ep.	PG-13	8.48	134005	268699	10852	"One fateful day, Yuusuke Urameshi, a 14-year-old delinquent with a dim future, gets a miraculous chance to turn it all around when he throws himself in front of a moving car to save a young boy. His ultimate sacrifice is so out of character that the authorities of the spirit realm are not yet prepared to let him pass on. Koenma, heir to the throne of the spirit realm, offers Yuusuke an opportunity to regain his life through completion of a series of tasks. With the guidance of the death god Botan, he is to thwart evil presences on Earth as a Spirit Detective.

To help him on his venture, Yuusuke enlists ex-rival Kazuma Kuwabara, and two demons, Hiei and Kurama, who have criminal pasts. Together, they train and battle against enemies who would threaten humanity's very existence.

[Written by MAL Rewrite]"
Barakamon	TV	12	Finished Airing	7/6/2014	9/28/2014	Summer	Sundays at 02:20 (JST)	VAP,Nippon Television Network	Funimation	Kinema Citrus	Web manga	Comedy,Slice of Life	22 min. per ep.	PG-13	8.47	174106	323201	7312	"Seishuu Handa is an up-and-coming calligrapher: young, handsome, talented, and unfortunately, a narcissist to boot. When a veteran labels his award-winning piece as ""unoriginal,"" Seishuu quickly loses his cool with severe repercussions.

As punishment, and also in order to aid him in self-reflection, Seishuu's father exiles him to the Goto Islands, far from the comfortable Tokyo lifestyle the temperamental artist is used to. Now thrown into a rural setting, Seishuu must attempt to find new inspiration and develop his own unique art styleâ€”that is, if boisterous children (headed by the frisky Naru Kotoishi), fujoshi middle schoolers, and energetic old men stop barging into his house! The newest addition to the intimate and quirky Goto community only wants to get some work done, but the islands are far from the peaceful countryside he signed up for. Thanks to his wacky neighbors who are entirely incapable of minding their own business, the arrogant calligrapher learns so much more than he ever hoped to.

[Written by MAL Rewrite]"
Chihayafuru 2	TV	25	Finished Airing	1/12/2013	6/29/2013	Winter	-	VAP,Nippon Television Network	Sentai Filmworks	Madhouse	Manga	Drama,Game,Josei,School,Slice of Life,Sports	22 min. per ep.	PG-13	8.47	62080	113133	1104	"Chihaya Ayase is obsessed with developing her school's competitive karuta club, nursing daunting ambitions like winning the national team championship at the Omi Jingu and becoming the Queen, the best female karuta player in Japanâ€”and in extension, the world. As their second year of high school rolls around, Chihaya and her fellow teammates must recruit new members, train their minds and bodies alike, and battle the formidable opponents that stand in their way to the championship title. Meanwhile, Chihaya's childhood friend, Arata Wataya, the prodigy who introduced her to karuta, rediscovers his lost love for the old card game.

[Written by MAL Rewrite]"
Detective Conan: Episode One - The Great Detective Turned Small	Special	1	Finished Airing	12/9/2016	-	-	YTV	-	TMS Entertainment	-	Manga	Adventure,Mystery,Comedy,Police,Shounen	1 hr. 33 min.	PG-13	8.47	4174	9952	35	The "real" episode 1 of Detective Conan written by the Mangaka Gosho Aoyama.
Hunter x Hunter	TV	62	Finished Airing	10/16/1999	3/31/2001	Fall	Saturdays at 18:00 (JST)	Fuji TV	Viz Media	Nippon Animation	Manga	Action,Adventure,Shounen,Super Power	23 min. per ep.	PG-13	8.47	113656	226092	5874	"Hunters are specialized in a wide variety of fields, ranging from treasure hunting to cooking. They have access to otherwise unavailable funds and information that allow them to pursue their dreams and interests. However, being a hunter is a special privilege, only attained by taking a deadly exam with an extremely low success rate.

Gon Freecss, a 12-year-old boy with the hope of finding his missing father, sets out on a quest to take the Hunter Exam. Along the way, he picks up three companions who also aim to take the dangerous test: the revenge-seeking Kurapika, aspiring doctor Leorio Paladiknight, and a mischievous child the same age as Gon, Killua Zoldyck.

Hunter x Hunter is a classic shounen that follows the story of four aspiring hunters as they embark on a perilous adventure, fighting for their dreams while defying the odds.

[Written by MAL Rewrite]"
Kaze no Tani no NausicaÃ¤	Movie	1	Finished Airing	3/11/1984	-	-	-	Topcraft	Walt Disney Studios,GKIDS	Studio Ghibli,Studio Hibari	Manga	Adventure,Fantasy	1 hr. 57 min.	PG-13	8.47	117922	186030	2489	"A millennium has passed since the catastrophic nuclear war named the ""Seven Days of Fire,"" which destroyed nearly all life on Earth. Humanity now lives in a constant struggle against the treacherous jungle that has evolved in response to the destruction caused by mankind. Filled with poisonous spores and enormous insects, the jungle spreads rapidly across the Earth and threatens to swallow the remnants of the human race.

Away from the jungle exists a peaceful farming kingdom known as the ""Valley of the Wind,"" whose placement by the sea frees it from the spread of the jungle's deadly toxins. The Valley's charismatic young princess, NausicaÃ¤, finds her tranquil kingdom disturbed when an airship from the kingdom of Tolmekia crashes violently in the Valley. After NausicaÃ¤ and the citizens of the Valley find a sinister pulsating object in the wreckage, the Valley is suddenly invaded by the Tolmekian military, who intend to revive a dangerous weapon from the Seven Days of Fire. Now NausicaÃ¤ must fight to stop the Tolmekians from plunging the Earth into a cataclysm which humanity could never survive, while also protecting the Valley from the encroaching forces of the toxic jungle.

[Written by MAL Rewrite]"
Mahou Shoujo Madokaâ˜…Magica Movie 3: Hangyaku no Monogatari	Movie	1	Finished Airing	10/26/2013	-	-	-	Aniplex,Mainichi Broadcasting System,Movic,Nitroplus,Madoka Partners,Houbunsha	Aniplex of America	Shaft	Original	Psychological,Drama,Magic,Thriller	1 hr. 56 min.	PG-13	8.47	111189	186395	4857	"The young girls of Mitakihara happily live their lives, occasionally fighting off evil, but otherwise going about their peaceful, everyday routines. However, Homura Akemi feels that something is wrong with this unusually pleasant atmosphereâ€”though the others remain oblivious, she can't help but suspect that there is more to what is going on than meets the eye: someone who should not exist is currently present to join in on their activities.

Mahou Shoujo Madokaâ˜…Magica Movie 3: Hangyaku no Monogatari follows Homura in her struggle to uncover the painful truth behind the mysterious circumstances, as she selfishly and desperately fights for the sake of her undying love in this despair-ridden conclusion to the story of five magical girls.

[Written by MAL Rewrite]"
Uchuu Senkan Yamato 2199	OVA	26	Finished Airing	5/25/2012	10/25/2013	-	-	Production I.G,Bandai Visual,OLM,Lantis,Shochiku,Bandai,Tohokushinsha Film Corporation,Bandai Namco Games,Voyager Entertainment	Funimation	Xebec,AIC	Original	Action,Military,Sci-Fi,Space,Drama	25 min. per ep.	PG-13	8.47	20679	62524	1218	"In the year 2199, Earth faces its greatest crisis. Due to unrelenting bombings by the alien race known as ""Gamilas,"" the planet can no longer sustain its inhabitants. In exactly one year, humanity is set to become extinct.

In desperation, the people of Earth establish the Earth Defense Force, their last defense against the power-hungry Gamilas Empire. However, humanity finds a glimmer of hope after receiving a message from the mysterious planet Iscandar, which offers them a device that would restore Earth to its former glory. With salvation in sight, the Earth Defense Force calls on the prolific Space Battleship Yamato and swiftly assembles a crew to make the 148,000 light-year trek to Iscandar and receive their aid.

Among the crew are young officers Susumu Kodai and Daisuke Shima, along with several other newly promoted leaders, all under the command of the distinguished Captain Juuzou Okita. Forced to learn how to handle the ship's innovative technology while dealing with the onslaught of Gamilas fleets, the inexperienced cast of Uchuu Senkan Yamato 2199 must summon every inch of their resolve to survive the many hardships aboard the Yamato and complete their mission: to save humanity before it's too late.

[Written by MAL Rewrite]"
Ghost in the Shell: Stand Alone Complex	TV	26	Finished Airing	10/1/2002	10/1/2003	Fall	-	Bandai Visual,Dentsu,Victor Entertainment,Kodansha,Trilogy Future Studio,Tokuma Shoten,Nippon Television Network	Bandai Entertainment,Manga Entertainment	Production I.G	Manga	Action,Military,Sci-Fi,Police,Mecha,Seinen	25 min. per ep.	R	8.46	109470	249745	6700	"In the not so distant future, mankind has advanced to a state where complete body transplants from flesh to machine is possible. This allows for great increases in both physical and cybernetic prowess and blurring the lines between the two worlds. However, criminals can also make full use of such technology, leading to new and sometimes, very dangerous crimes. In response to such innovative new methods, the Japanese Government has established Section 9, an independently operating police unit which deals with such highly sensitive crimes.

Led by Daisuke Aramaki and Motoko Kusanagi, Section 9 deals with such crimes over the entire social spectrum, usually with success. However, when faced with a new A level hacker nicknamed ""The Laughing Man,"" the team is thrown into a dangerous cat and mouse game, following the hacker's trail as it leaves its mark on Japan.

[Written by MAL Rewrite]"
Mahou Shoujo Madokaâ˜…Magica	TV	12	Finished Airing	1/7/2011	4/22/2011	Winter	Fridays at 01:25 (JST)	Aniplex,Mainichi Broadcasting System,Movic,Nitroplus,Madoka Partners,Houbunsha	Aniplex of America	Shaft	Original	Drama,Magic,Psychological,Thriller	24 min. per ep.	PG-13	8.46	375469	626360	34059	"Madoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student.

Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems.

A story of hope, despair, and friendship, Mahou Shoujo Madokaâ˜…Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true.

[Written by MAL Rewrite] "
Major S6	TV	25	Finished Airing	4/3/2010	9/25/2010	Spring	-	NHK	-	SynergySP	Manga	Comedy,Drama,Sports	24 min. per ep.	PG-13	8.46	19653	32650	301	The sixth season begins after the "Baseball World Cup" has ended. Gorou regained his passion for baseball in Japan thanks to his friends, and left to join the Hornets baseball team in preparation to the new season. When he arrives in America he starts to celebrate his role as a Major League pitcher at last! Gorou's family and friends gathers in groups in Japan to watch Gorou's debut in the Major League. However, Gorou's debut is the beginning of a line of surprising happenings, that has an outcome no one expected...
Major: World Series	OVA	2	Finished Airing	12/16/2011	1/18/2012	-	-	-	-	SynergySP	Manga	Comedy,Drama,Sports	28 min. per ep.	PG-13	8.46	10773	18511	70	"According to Weekly Shonen Sunday, a new OVA of manga ""Major"" was announced to be released in December. The World Series chapter, which was skipped in the TV series, will be animated. This OVA will be the final anime of Major.

(Source: Scan of WSS)"
Mononoke	TV	12	Finished Airing	7/13/2007	9/28/2007	Summer	-	Fuji TV	Flatiron Film Company	Toei Animation	Original	Mystery,Historical,Horror,Demons,Psychological,Supernatural,Fantasy,Seinen	22 min. per ep.	R	8.46	36530	124063	3669	"The ""Medicine Seller"" is a deadly and mysterious master of the occult who travels across feudal Japan in search of malevolent spirits called ""mononoke"" to slay. When he locates one of these spirits, he cannot simply kill it; he must first learn its Form, its Truth, and its Reason in order to wield the mighty Exorcism Sword and fight against it. He must begin  his strange exorcisms with intense psychological analysis and careful investigative workâ€”an extremely dangerous step, as he must first confront and learn about the mononoke before he even has the means to defeat it.

The Medicine Seller's journey leads him to an old-fashioned inn where Shino, a pregnant woman, has finally found a place to rest. The owner has reluctantly placed her in the last vacant room; however, as she settles in, it quickly becomes clear that the room is infested by a lethal band of mononoke, the Zashiki Warashi. With his hunter's intuition, the Medicine Seller begins his investigation to discover the Form, the Truth, and the Reason before the Zashiki Warashi can kill again.

[Written by MAL Rewrite]"
Evangelion: 2.0 You Can (Not) Advance	Movie	1	Finished Airing	7/27/2009	-	-	-	Gainax,KlockWorx	Funimation	Khara	Original	Action,Sci-Fi,Mecha	1 hr. 52 min.	PG-13	8.45	140291	233076	2169	"When the threat of the Angel menace escalates, mankind's defense force is pushed to its limits, with Nerv at the forefront of the struggle. Shinji Ikari and his partner Rei Ayanami are assisted by two new pilots: the fiery Asuka Langley Shikinami and the mysterious Mari Illustrious Makinami.

With the aid of their mechanized Evangelion units, equipped with weapons perfect for engaging their monstrous opponents, the four young souls fight desperately to protect their loved ones and prevent an impending apocalypse. But when startling secrets are brought to light, will the heroes' greatest challenge prove to be the monsters...or humanity itself?

[Written by MAL Rewrite]"
Mahou Shoujo Madokaâ˜…Magica Movie 2: Eien no Monogatari	Movie	1	Finished Airing	10/13/2012	-	-	-	Aniplex,Mainichi Broadcasting System,Movic,Nitroplus,Madoka Partners,Houbunsha	Aniplex of America	Shaft	Original	Drama,Magic,Psychological,Thriller	1 hr. 49 min.	PG-13	8.45	57792	112164	399	"Though Sayaka Miki's wish was fulfilled, the unforeseen consequences that came with it overwhelm her, causing her soul gem to become tainted as she succumbs to despair and eventually loses her humanity. Homura Akemi reveals to Kyouko Sakura and Madoka Kaname the ultimate fate of magical girls: once their soul gem becomes tainted, it transforms into a Grief Seed, and they are reborn as witchesâ€”a truth Homura learned only through repeating history countless times in a bid to prevent Madoka's tragedy.

Kyuubey only compounds their despair when he confesses his true intentions: to harness the energy created from magical girls and use it to prolong the life of the universe. As the threat of Walpurgisnacht, a powerful witch, looms overhead, Homura once again vows to protect Madoka and the world from a grim fate.  

Caught between honoring Homura's wish and saving the world, which one will Madoka choose in the end?
Mahou Shoujo Madokaâ˜…Magica Movie 2: Eien no Monogatari is a story of inescapable destiny, and an unlikely hero who could change it all.

[Written by MAL Rewrite]"
Psycho-Pass	TV	22	Finished Airing	10/12/2012	3/22/2013	Fall	Fridays at 00:45 (JST)	Dentsu,Fuji TV,Nitroplus,Sony Music Entertainment,Kyoraku Industrial Holdings	Funimation	Production I.G	Original	Action,Police,Psychological,Sci-Fi	23 min. per ep.	R	8.45	371623	738746	23873	"Justice, and the enforcement of it, has changed. In the 22nd century, Japan enforces the Sibyl System, an objective means of determining the threat level of each citizen by examining their mental state for signs of criminal intent, known as their Psycho-Pass. Inspectors uphold the law by subjugating, often with lethal force, anyone harboring the slightest ill-will; alongside them are Enforcers, jaded Inspectors that have become latent criminals, granted relative freedom in exchange for carrying out the Inspectors' dirty work.

Into this world steps Akane Tsunemori, a young woman with an honest desire to uphold justice. However, as she works alongside veteran Enforcer Shinya Kougami, she soon learns that the Sibyl System's judgments are not as perfect as her fellow Inspectors assume. With everything she has known turned on its head, Akane wrestles with the question of what justice truly is, and whether it can be upheld through the use of a system that may already be corrupt.

[Written by MAL Rewrite]"
Romeo no Aoi Sora	TV	33	Finished Airing	1/15/1995	12/17/1995	Winter	Sundays at 19:30 (JST)	-	-	Nippon Animation	Novel	Adventure,Drama,Historical,Slice of Life	23 min. per ep.	PG-13	8.45	7807	21721	304	"To get the money to pay for a doctor for his father, Romeo bravely sells himself as a chimney sweep. On the way to Milan he meets Alfredo, a mysterious boy on the run heading to the same fate. Upon being separated and sold to their new bosses, the two boys swear eternal friendship. Romeo has to learn the hardships of a chimney sweep's job. His boss' daughter, Angeletta, is a girl with a heart illness who is not allowed to leave her room. She asks Romeo to bring the blue sky to her. Alfredo unites the sweeps in a secret union, the ""Black Brothers"" to face together the ""Wolf Pack"" gang, who constantly attack them. With their help, Romeo succeeds in bringing Angeletta's dream to her. Soon the brotherhood faces more hardships than cruel bosses or street hooligans. Alfredo reveals his secret: he has sold himself in the name of his sister Bianca. It is now up to the ""Black Brothers"" to stand up for the truth, to save Bianca and to protect their leader's life with their own. 

(Source: ANN)"
Tonari no Totoro	Movie	1	Finished Airing	4/16/1988	-	-	-	Studio Fantasia	Walt Disney Studios,GKIDS	Studio Ghibli	Original	Adventure,Comedy,Supernatural	1 hr. 26 min.	G	8.45	258432	398533	4155	"In 1950s Japan, Tatsuo Kusakabe relocates himself and his two daughters, Satsuki and Mei, to the countryside to be closer to their mother, who is hospitalized due to long-term illness. As the girls grow acquainted with rural life, Mei encounters a small, bunny-like creature in the yard one day. Chasing it into the forest, she finds ""Totoro""â€”a giant, mystical forest spirit whom she soon befriends. Before long, Satsuki too meets Totoro, and the two girls suddenly find their lives filled with magical adventures in nature and fantastical creatures of the woods.

[Written by MAL Rewrite]
"
Fate/Zero	TV	13	Finished Airing	10/2/2011	12/25/2011	Fall	Sundays at 00:00 (JST)	Aniplex,Nitroplus,Seikaisha,Notes	Aniplex of America	ufotable	Novel	Action,Supernatural,Magic,Fantasy	28 min. per ep.	R	8.44	369489	655870	20802	"With the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract.

Kiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu.

Based on the light novel written by Gen Urobuchi, Fate/Zero depicts the events of the Fourth Holy Grail Warâ€”10 years prior to Fate/stay night. Witness a battle royale in which no one is guaranteed to survive.

[Written by MAL Rewrite]"
